Accountability score,Charity name,Charity url,City,Organization type
74,Columbia/Barnard Hillel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9428,New York,Religion
63,Living Waters,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17394,Bellflower,Religion
92,Mastermedia International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8768,Redlands,Religion
85,Pulse,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17016,Minneapolis,Religion
88,InterAct Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5777,Boring,Religion
93,Frontier Fellowship,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10132,Richfield,Religion
71,Project AmaZon,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16496,Peoria,Religion
81,South Carolina Woman's Missionary Union,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5509,Columbia,Religion
46,Camp Highland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11919,Ellijay,Religion
93,Institute for Creation Research,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7485,Dallas,Religion
89,Officers' Christian Fellowship,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5289,Englewood,Religion
62,Missionary Aviation Repair Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13435,Soldotna,Religion
85,Barnabas Aid,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14145,McLean,Religion
78,Agudath Israel of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3223,New York,Religion
93,Adventist Frontier Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5299,Berrien Springs,Religion
71,Afikim Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15900,New York,Religion
66,Missionary Flights International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12966,Fort Pierce,Religion
96,Lifeline Christian Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15112,Westerville,Religion
31,The Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16517,Potrero,Religion
78,Team RFC,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7931,Tempe,Religion
92,e3 Partners Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3758,Plano,Religion
100,New Mission Systems International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10203,Fort Myers,Religion
58,Hindu American Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17111,Washington,Religion
85,World Indigenous Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5674,New Braunfels,Religion
51,Reaching Unreached Nations,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4389,Virginia Beach,Religion
73,St. Mary's Sewanee,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14650,Sewanee,Religion
100,International Christian Embassy Jerusalem - USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5614,Murfreesboro,Religion
100,West Michigan Youth for Christ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8469,Grand Rapids,Religion
77,C.S. Lewis Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15816,Springfield,Religion
39,Ariel Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14116,San Antonio,Religion
100,Christian Medical & Dental Associations,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3505,Bristol,Religion
100,Commission To Every Nation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9687,Kerrville,Religion
89,Center for Action and Contemplation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17113,Albuquerque,Religion
100,Child Evangelism Fellowship,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6164,Warrenton,Religion
82,Motor Racing Outreach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14135,Concord,Religion
100,Youth For Christ of Northern Indiana,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8462,Fort Wayne,Religion
65,Aldersgate Renewal Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8155,Goodlettsville,Religion
100,Asian Access,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5890,Artesia,Religion
100,Moms in Prayer International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14143,Poway,Religion
89,Freedom in Christ Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17276,Knoxville,Religion
24,Jerusalem Fellowships,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7770,Airmont,Religion
81,SIFAT,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14765,Lineville,Religion
70,International Commission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6358,Lewisville,Religion
86,Lutheran Indian Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11226,Brookfield,Religion
100,International Christian Concern,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7690,Washington,Religion
93,Students International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12012,Visalia,Religion
58,Teen Missions International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8108,Merritt Island,Religion
93,Christian Motorcyclists Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5694,Hatfield,Religion
85,Moving Traditions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14148,Jenkintown,Religion
36,American Friends of Lubavitch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16489,WASHINGTON,Religion
77,Hope for the Hungry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12686,Belton,Religion
93,Word of Life Fellowship,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4756,Schroon Lake,Religion
97,Nebraska Lutheran Outdoor Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7056,Ashland,Religion
100,Joni and Friends,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3918,Agoura Hills,Religion
63,Hineni,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6701,New York,Religion
67,Global Training Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13792,Peoria,Religion
63,All India Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13763,Lenexa,Religion
81,InterfaithFamily,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17318,Newton Upper Falls,Religion
93,Forward Edge International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6411,Vancouver,Religion
100,Forgotten Man Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8470,Grand Rapids,Religion
100,Nehemiah Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12784,Houston,Religion
96,National Jewish Outreach Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4968,New York,Religion
89,Orphan Helpers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11392,Newport News,Religion
96,The Jewish Education Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3372,New York,Religion
82,Cardinal Newman Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13257,Manassas,Religion
67,Global Service Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17313,Apex,Religion
85,National Day of Prayer Task Force,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12232,Colorado Springs,Religion
66,Capital District Youth for Christ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15647,Clifton Park,Religion
96,We Raise Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5725,Itasca,Religion
36,Merkaz Hatorah Community Kollel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14093,Beverly Hills,Religion
70,SonScape Retreats,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7299,Divide,Religion
78,FRIENDS in Action International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7342,Middletown,Religion
52,Streams Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11003,Lewisville,Religion
81,Shelterwood Academy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5154,Independence,Religion
70,Presbyterian Reformed Ministries International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7290,Black Mountain,Religion
66,International Board of Jewish Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5517,Hixson,Religion
81,SCORE International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6290,East Ridge,Religion
66,Continental Baptist Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15297,Rockford,Religion
90,Josiah Venture,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12264,Wheaton,Religion
93,Maranatha Volunteers International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4044,Roseville,Religion
85,Fort Wilderness Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14289,McNaughton,Religion
82,Missionary Athletes International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5203,Matthews,Religion
74,Iran Alive Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13250,Dallas,Religion
88,Alpha USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14086,Naperville,Religion
55,IberoAmerican Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15167,Monroe,Religion
100,InterServe USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3899,Upper Darby,Religion
74,Global Outreach Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16388,Buffalo,Religion
88,Leadership Resources International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6949,Palos Heights,Religion
54,Youth Dynamics,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15163,Burlington,Religion
62,LifeLight Communications,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12256,Sioux Falls,Religion
93,Holy Land Christian Ecumenical Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10488,Bethesda,Religion
100,Scripture Union/USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8258,Valley Forge,Religion
58,Bris Avrohom,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10613,Hillside,Religion
85,Interface Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14133,Atlanta,Religion
100,World Compassion Terry Law Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9667,Tulsa,Religion
81,World Link Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11296,Bedford,Religion
66,National Committee for the Furtherance of Jewish Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4929,Brooklyn,Religion
74,Missionary Maintenance Service Aviation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14147,Coshocton,Religion
93,Worldwide Discipleship Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6285,Fayetteville,Religion
62,We Care Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13947,Atmore,Religion
97,Haggai Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3792,Atlanta,Religion
96,Faith and Action,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11079,Washington,Religion
35,Christian Family Life Incorporated,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17193,Cornelius,Religion
100,Serge,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6824,Jenkintown,Religion
96,G.O. Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9864,Louisville,Religion
